transaction_id,customer_id,age,monthly_income,timestamp,merchant_category,amount,is_late_night,transactions_last_2hrs,days_since_payday,is_impulsive
TXN_007695,CUST_046,20,32470,2025-12-26 16:27:00,"Utilities (e.g., Electricity, Wifi)",2985,0,0.0,21,0
TXN_019011,CUST_117,28,72160,2025-12-26 16:33:00,"Transit (e.g., Uber, Metro)",566,0,0.0,25,0
TXN_026765,CUST_164,25,25347,2025-12-26 16:49:00,"Groceries (e.g., Blinkit, Zepto)",1147,0,0.0,28,0
TXN_015119,CUST_092,22,116237,2025-12-26 16:49:00,"Groceries (e.g., Blinkit, Zepto)",1176,0,0.0,28,0
TXN_014073,CUST_085,28,29129,2025-12-26 16:50:00,"Groceries (e.g., Blinkit, Zepto)",779,0,0.0,28,0
TXN_015588,CUST_095,25,82528,2025-12-26 16:58:00,"Utilities (e.g., Electricity, Wifi)",2836,0,0.0,25,0
TXN_028689,CUST_176,28,118714,2025-12-26 16:58:00,"Transit (e.g., Uber, Metro)",214,0,0.0,28,0
TXN_000904,CUST_005,25,28724,2025-12-26 17:04:00,"Transit (e.g., Uber, Metro)",515,0,0.0,28,0
TXN_013728,CUST_083,29,86300,2025-12-26 17:05:00,"Utilities (e.g., Electricity, Wifi)",2536,0,0.0,28,0
TXN_026887,CUST_165,24,86956,2025-12-26 17:07:00,"Utilities (e.g., Electricity, Wifi)",1528,0,0.0,25,0
TXN_023153,CUST_142,28,50847,2025-12-26 17:08:00,"Groceries (e.g., Blinkit, Zepto)",970,0,0.0,21,0
TXN_022032,CUST_135,19,67322,2025-12-26 17:10:00,"Fashion (e.g., Myntra, Zara)",2977,0,0.0,25,0
TXN_014809,CUST_090,22,32298,2025-12-26 17:26:00,"Transit (e.g., Uber, Metro)",185,0,0.0,28,0
TXN_016974,CUST_104,19,118368,2025-12-26 17:28:00,"Food Delivery (e.g., Zomato, Swiggy)",821,0,0.0,28,0
TXN_016659,CUST_102,23,89839,2025-12-26 17:31:00,"Healthcare (e.g., Apollo, PharmEasy)",1540,0,1.0,25,0
TXN_008636,CUST_052,30,95717,2025-12-26 17:32:00,"Utilities (e.g., Electricity, Wifi)",654,0,0.0,28,0
TXN_032375,CUST_198,23,67275,2025-12-26 17:37:00,"Healthcare (e.g., Apollo, PharmEasy)",1082,0,0.0,21,0
TXN_021352,CUST_131,20,28166,2025-12-26 17:37:00,"Fashion (e.g., Myntra, Zara)",4857,0,0.0,25,0
TXN_010044,CUST_061,25,39961,2025-12-26 17:38:00,Nightlife/Dining,2213,0,1.0,25,0
TXN_001234,CUST_007,22,43594,2025-12-26 17:44:00,"Transit (e.g., Uber, Metro)",579,0,0.0,25,0
TXN_009138,CUST_055,23,27828,2025-12-26 17:51:00,"Utilities (e.g., Electricity, Wifi)",530,0,0.0,28,0
TXN_031860,CUST_195,29,25602,2025-12-26 17:54:00,"Healthcare (e.g., Apollo, PharmEasy)",1714,0,0.0,25,0
TXN_021027,CUST_129,25,30057,2025-12-26 18:09:00,"Groceries (e.g., Blinkit, Zepto)",1079,0,0.0,25,0
TXN_017921,CUST_110,26,75282,2025-12-26 18:12:00,"Gaming/Digital (e.g., Steam, Netflix)",1677,0,0.0,21,0
TXN_017263,CUST_106,24,61147,2025-12-26 18:13:00,"Groceries (e.g., Blinkit, Zepto)",918,0,0.0,28,0
TXN_016835,CUST_103,23,49006,2025-12-26 18:16:00,"Healthcare (e.g., Apollo, PharmEasy)",622,0,0.0,28,0
TXN_020698,CUST_127,28,100163,2025-12-26 18:21:00,"Transit (e.g., Uber, Metro)",355,0,0.0,21,0
TXN_027729,CUST_170,18,48846,2025-12-26 18:23:00,"Utilities (e.g., Electricity, Wifi)",2729,0,0.0,28,0
TXN_017743,CUST_109,26,111690,2025-12-26 18:28:00,"Healthcare (e.g., Apollo, PharmEasy)",948,0,0.0,28,0
TXN_003953,CUST_023,24,60365,2025-12-26 18:30:00,"Utilities (e.g., Electricity, Wifi)",1281,0,0.0,25,0
TXN_007872,CUST_047,20,45086,2025-12-26 18:37:00,"Groceries (e.g., Blinkit, Zepto)",681,0,0.0,28,0
TXN_024420,CUST_150,27,62968,2025-12-26 18:39:00,"Healthcare (e.g., Apollo, PharmEasy)",1683,0,0.0,28,0
TXN_010512,CUST_064,26,87371,2025-12-26 18:40:00,"Transit (e.g., Uber, Metro)",372,0,0.0,25,0
TXN_010040,CUST_061,25,39961,2025-12-26 18:40:00,"Food Delivery (e.g., Zomato, Swiggy)",443,0,1.0,25,0
TXN_021351,CUST_131,20,28166,2025-12-26 18:43:00,"Fashion (e.g., Myntra, Zara)",4207,0,1.0,25,0
TXN_013375,CUST_081,25,89036,2025-12-26 18:48:00,"Healthcare (e.g., Apollo, PharmEasy)",1534,0,0.0,21,0
TXN_008484,CUST_051,30,67739,2025-12-26 18:51:00,"Groceries (e.g., Blinkit, Zepto)",1476,0,0.0,28,0
TXN_017434,CUST_107,26,116666,2025-12-26 19:07:00,"Utilities (e.g., Electricity, Wifi)",1792,0,0.0,28,0
TXN_023295,CUST_143,23,48521,2025-12-26 19:12:00,"Utilities (e.g., Electricity, Wifi)",933,0,0.0,25,0
TXN_031572,CUST_193,26,44499,2025-12-26 19:20:00,"Healthcare (e.g., Apollo, PharmEasy)",363,0,0.0,28,0
TXN_029455,CUST_181,26,101603,2025-12-26 19:22:00,"Transit (e.g., Uber, Metro)",380,0,0.0,28,0
TXN_029803,CUST_183,28,29921,2025-12-26 19:22:00,"Utilities (e.g., Electricity, Wifi)",2765,0,0.0,28,0
TXN_003647,CUST_021,18,53251,2025-12-26 19:29:00,"Utilities (e.g., Electricity, Wifi)",2558,0,0.0,28,0
TXN_015915,CUST_097,24,98656,2025-12-26 19:33:00,"Healthcare (e.g., Apollo, PharmEasy)",644,0,0.0,21,0
TXN_028082,CUST_172,30,36212,2025-12-26 19:35:00,"Healthcare (e.g., Apollo, PharmEasy)",519,0,0.0,28,0
TXN_024078,CUST_148,22,59629,2025-12-26 19:37:00,"Utilities (e.g., Electricity, Wifi)",1481,0,0.0,28,0
TXN_029145,CUST_179,18,49498,2025-12-26 19:37:00,"Healthcare (e.g., Apollo, PharmEasy)",991,0,0.0,21,0
TXN_001562,CUST_009,28,117835,2025-12-26 19:42:00,"Utilities (e.g., Electricity, Wifi)",982,0,0.0,25,0
TXN_019653,CUST_121,20,87027,2025-12-26 19:45:00,"Groceries (e.g., Blinkit, Zepto)",216,0,0.0,28,0
TXN_018707,CUST_115,25,105981,2025-12-26 19:46:00,"Utilities (e.g., Electricity, Wifi)",1409,0,0.0,28,0
TXN_024592,CUST_151,22,86906,2025-12-26 19:52:00,"Food Delivery (e.g., Zomato, Swiggy)",353,0,0.0,25,0
TXN_010513,CUST_064,26,87371,2025-12-26 19:52:00,"Utilities (e.g., Electricity, Wifi)",543,0,1.0,25,0
TXN_000172,CUST_001,25,104628,2025-12-26 19:54:00,"Groceries (e.g., Blinkit, Zepto)",886,0,0.0,25,0
TXN_025494,CUST_156,25,39087,2025-12-26 19:54:00,"Groceries (e.g., Blinkit, Zepto)",205,0,0.0,25,0
TXN_022033,CUST_135,19,67322,2025-12-26 20:00:00,Nightlife/Dining,1145,0,0.0,25,1
TXN_023152,CUST_142,28,50847,2025-12-26 20:03:00,"Transit (e.g., Uber, Metro)",306,0,0.0,21,0
TXN_010363,CUST_063,19,58847,2025-12-26 20:03:00,"Transit (e.g., Uber, Metro)",296,0,0.0,21,0
TXN_032376,CUST_198,23,67275,2025-12-26 20:07:00,"Healthcare (e.g., Apollo, PharmEasy)",1581,0,0.0,21,0
TXN_014678,CUST_089,27,79290,2025-12-26 20:12:00,"Healthcare (e.g., Apollo, PharmEasy)",603,0,0.0,28,1
TXN_015120,CUST_092,22,116237,2025-12-26 20:25:00,"Groceries (e.g., Blinkit, Zepto)",1024,0,0.0,28,0
TXN_032542,CUST_199,24,110324,2025-12-26 20:26:00,"Healthcare (e.g., Apollo, PharmEasy)",1776,0,0.0,28,0
TXN_020371,CUST_125,20,61892,2025-12-26 20:26:00,"Transit (e.g., Uber, Metro)",483,0,0.0,25,0
TXN_016496,CUST_101,19,83311,2025-12-26 20:27:00,"Fashion (e.g., Myntra, Zara)",4549,0,0.0,25,0
TXN_006064,CUST_036,25,114691,2025-12-26 20:30:00,"Utilities (e.g., Electricity, Wifi)",1669,0,0.0,21,0
TXN_031257,CUST_191,20,73373,2025-12-26 20:32:00,"Transit (e.g., Uber, Metro)",291,0,0.0,25,0
TXN_017264,CUST_106,24,61147,2025-12-26 20:35:00,"Healthcare (e.g., Apollo, PharmEasy)",1465,0,0.0,28,1
TXN_001721,CUST_010,24,102739,2025-12-26 20:38:00,"Healthcare (e.g., Apollo, PharmEasy)",1037,0,0.0,25,0
TXN_008293,CUST_050,27,32327,2025-12-26 20:38:00,"Gaming/Digital (e.g., Steam, Netflix)",1737,0,0.0,21,0
TXN_027923,CUST_171,24,72502,2025-12-26 20:39:00,"Fashion (e.g., Myntra, Zara)",5839,0,0.0,25,0
TXN_022863,CUST_140,24,92674,2025-12-26 20:43:00,"Healthcare (e.g., Apollo, PharmEasy)",1672,0,0.0,21,0
TXN_001233,CUST_007,22,43594,2025-12-26 20:48:00,"Groceries (e.g., Blinkit, Zepto)",436,0,0.0,25,0
TXN_011018,CUST_067,30,82837,2025-12-26 20:48:00,"Transit (e.g., Uber, Metro)",92,0,0.0,28,0
TXN_014807,CUST_090,22,32298,2025-12-26 20:58:00,"Transit (e.g., Uber, Metro)",380,0,0.0,28,0
TXN_016973,CUST_104,19,118368,2025-12-26 20:58:00,"Fashion (e.g., Myntra, Zara)",1677,0,0.0,28,0
TXN_008797,CUST_053,19,88136,2025-12-26 20:59:00,"Transit (e.g., Uber, Metro)",317,0,0.0,25,0
TXN_018098,CUST_111,30,63230,2025-12-26 21:03:00,"Groceries (e.g., Blinkit, Zepto)",357,0,0.0,21,0
TXN_022531,CUST_138,19,104324,2025-12-26 21:05:00,"Transit (e.g., Uber, Metro)",199,0,0.0,21,0
TXN_032188,CUST_197,21,72990,2025-12-26 21:06:00,"Groceries (e.g., Blinkit, Zepto)",553,0,0.0,25,0
TXN_000703,CUST_004,27,67371,2025-12-26 21:06:00,"Utilities (e.g., Electricity, Wifi)",2377,0,0.0,28,0
TXN_017923,CUST_110,26,75282,2025-12-26 21:17:00,"Gaming/Digital (e.g., Steam, Netflix)",1234,0,0.0,21,0
TXN_021350,CUST_131,20,28166,2025-12-26 21:19:00,Nightlife/Dining,3557,0,0.0,25,0
TXN_026605,CUST_163,30,25978,2025-12-26 21:25:00,"Fashion (e.g., Myntra, Zara)",6030,0,0.0,25,0
TXN_022034,CUST_135,19,67322,2025-12-26 21:27:00,"Food Delivery (e.g., Zomato, Swiggy)",1181,0,1.0,25,0
TXN_001922,CUST_011,25,53920,2025-12-26 21:29:00,"Utilities (e.g., Electricity, Wifi)",2154,0,0.0,28,0
TXN_004272,CUST_025,23,64413,2025-12-26 21:29:00,"Groceries (e.g., Blinkit, Zepto)",955,0,0.0,21,1
TXN_019833,CUST_122,30,62066,2025-12-26 21:37:00,"Groceries (e.g., Blinkit, Zepto)",1305,0,0.0,28,0
TXN_016494,CUST_101,19,83311,2025-12-26 21:38:00,"Fashion (e.g., Myntra, Zara)",5105,0,1.0,25,0
TXN_001560,CUST_009,28,117835,2025-12-26 21:39:00,"Transit (e.g., Uber, Metro)",314,0,1.0,25,0
TXN_026763,CUST_164,25,25347,2025-12-26 21:41:00,"Groceries (e.g., Blinkit, Zepto)",1351,0,0.0,28,0
TXN_025813,CUST_158,27,82254,2025-12-26 21:42:00,"Transit (e.g., Uber, Metro)",43,0,0.0,28,0
TXN_023633,CUST_145,27,32858,2025-12-26 21:44:00,"Groceries (e.g., Blinkit, Zepto)",318,0,0.0,25,0
TXN_016195,CUST_099,19,74557,2025-12-26 21:46:00,"Gaming/Digital (e.g., Steam, Netflix)",3724,0,0.0,28,0
TXN_016975,CUST_104,19,118368,2025-12-26 21:49:00,Nightlife/Dining,2624,0,1.0,28,0
TXN_001421,CUST_008,21,70737,2025-12-26 21:51:00,"Transit (e.g., Uber, Metro)",495,0,0.0,25,0
TXN_006888,CUST_041,27,36551,2025-12-26 21:52:00,"Groceries (e.g., Blinkit, Zepto)",335,0,0.0,21,0
TXN_010855,CUST_066,23,29252,2025-12-26 21:52:00,"Healthcare (e.g., Apollo, PharmEasy)",688,0,0.0,25,0
TXN_001420,CUST_008,21,70737,2025-12-26 21:53:00,"Healthcare (e.g., Apollo, PharmEasy)",1686,0,1.0,25,0
TXN_014679,CUST_089,27,79290,2025-12-26 21:56:00,"Healthcare (e.g., Apollo, PharmEasy)",840,0,1.0,28,0
TXN_024933,CUST_153,28,85448,2025-12-26 21:58:00,"Transit (e.g., Uber, Metro)",128,0,0.0,28,0
TXN_026600,CUST_163,30,25978,2025-12-26 23:06:00,"Food Delivery (e.g., Zomato, Swiggy)",282,1,1.0,25,0
TXN_011376,CUST_069,21,101527,2025-12-26 23:11:00,"Gaming/Digital (e.g., Steam, Netflix)",3770,1,0.0,21,0
TXN_026106,CUST_160,23,64215,2025-12-26 23:17:00,"Food Delivery (e.g., Zomato, Swiggy)",977,1,0.0,21,0
TXN_000702,CUST_004,27,67371,2025-12-26 23:22:00,"Food Delivery (e.g., Zomato, Swiggy)",662,1,0.0,28,0
TXN_016657,CUST_102,23,89839,2025-12-26 23:27:00,"Gaming/Digital (e.g., Steam, Netflix)",720,1,0.0,25,1
TXN_005119,CUST_030,25,106482,2025-12-26 23:35:00,"Fashion (e.g., Myntra, Zara)",5311,1,0.0,28,1
TXN_012334,CUST_075,25,68437,2025-12-26 23:48:00,"Fashion (e.g., Myntra, Zara)",1178,1,0.0,21,0
TXN_016498,CUST_101,19,83311,2025-12-26 23:49:00,"Food Delivery (e.g., Zomato, Swiggy)",261,1,0.0,25,0
TXN_028848,CUST_177,20,101646,2025-12-27 00:07:00,"Food Delivery (e.g., Zomato, Swiggy)",202,1,0.0,29,1
TXN_010660,CUST_065,20,87327,2025-12-27 00:09:00,Nightlife/Dining,4427,1,0.0,26,0
TXN_013021,CUST_079,19,43809,2025-12-27 00:12:00,"Fashion (e.g., Myntra, Zara)",4777,1,0.0,26,0
TXN_006401,CUST_038,18,25347,2025-12-27 00:13:00,Nightlife/Dining,3890,1,0.0,29,1
TXN_019656,CUST_121,20,87027,2025-12-27 00:21:00,"Gaming/Digital (e.g., Steam, Netflix)",1721,1,0.0,29,1
TXN_021738,CUST_133,24,86530,2025-12-27 00:22:00,"Food Delivery (e.g., Zomato, Swiggy)",490,1,0.0,22,0
TXN_014240,CUST_086,24,69400,2025-12-27 00:28:00,Nightlife/Dining,2303,1,0.0,22,1
TXN_025105,CUST_154,18,85369,2025-12-27 00:34:00,Nightlife/Dining,1234,1,0.0,29,1
TXN_030906,CUST_189,21,56688,2025-12-27 00:44:00,Nightlife/Dining,2891,1,0.0,26,0
TXN_013022,CUST_079,19,43809,2025-12-27 00:58:00,"Food Delivery (e.g., Zomato, Swiggy)",853,1,1.0,26,1
TXN_010514,CUST_064,26,87371,2025-12-27 00:58:00,"Fashion (e.g., Myntra, Zara)",1136,1,0.0,26,1
TXN_013023,CUST_079,19,43809,2025-12-27 01:02:00,"Fashion (e.g., Myntra, Zara)",7847,1,2.0,26,0
TXN_001924,CUST_011,25,53920,2025-12-27 01:12:00,"Fashion (e.g., Myntra, Zara)",4465,1,0.0,29,1
TXN_025495,CUST_156,25,39087,2025-12-27 01:13:00,Nightlife/Dining,4058,1,0.0,26,1
TXN_004779,CUST_028,23,36822,2025-12-27 01:15:00,"Gaming/Digital (e.g., Steam, Netflix)",2178,1,0.0,29,0
TXN_003797,CUST_022,24,48948,2025-12-27 01:33:00,Nightlife/Dining,4671,1,0.0,26,0
TXN_029806,CUST_183,28,29921,2025-12-27 01:48:00,Nightlife/Dining,2484,1,0.0,29,1
TXN_030736,CUST_188,20,93292,2025-12-27 01:49:00,"Gaming/Digital (e.g., Steam, Netflix)",440,1,0.0,22,0
TXN_009566,CUST_058,23,87857,2025-12-27 01:51:00,"Gaming/Digital (e.g., Steam, Netflix)",1645,1,0.0,29,1
TXN_006890,CUST_041,27,36551,2025-12-27 01:57:00,"Fashion (e.g., Myntra, Zara)",970,1,0.0,22,0
TXN_010516,CUST_064,26,87371,2025-12-27 02:02:00,Nightlife/Dining,3766,1,1.0,26,1
TXN_004776,CUST_028,23,36822,2025-12-27 02:02:00,"Food Delivery (e.g., Zomato, Swiggy)",510,1,1.0,29,1
TXN_017925,CUST_110,26,75282,2025-12-27 02:06:00,"Gaming/Digital (e.g., Steam, Netflix)",2893,1,0.0,22,0
TXN_000175,CUST_001,25,104628,2025-12-27 02:18:00,"Gaming/Digital (e.g., Steam, Netflix)",3191,1,0.0,26,0
TXN_021355,CUST_131,20,28166,2025-12-27 02:21:00,Nightlife/Dining,2934,1,0.0,26,0
TXN_012515,CUST_076,25,30708,2025-12-27 02:23:00,Nightlife/Dining,4050,1,0.0,26,0
TXN_022666,CUST_139,24,55878,2025-12-27 02:27:00,Nightlife/Dining,3274,1,0.0,29,1
TXN_013020,CUST_079,19,43809,2025-12-27 02:27:00,Nightlife/Dining,1113,1,2.0,26,1
TXN_020700,CUST_127,28,100163,2025-12-27 02:28:00,"Gaming/Digital (e.g., Steam, Netflix)",2055,1,0.0,22,0
TXN_006220,CUST_037,29,40595,2025-12-27 02:29:00,Nightlife/Dining,2749,1,0.0,29,0
TXN_016331,CUST_100,22,97713,2025-12-27 02:34:00,"Food Delivery (e.g., Zomato, Swiggy)",214,1,0.0,29,0
TXN_007205,CUST_043,20,119633,2025-12-27 02:36:00,"Food Delivery (e.g., Zomato, Swiggy)",1146,1,0.0,22,0
TXN_027730,CUST_170,18,48846,2025-12-27 02:41:00,"Gaming/Digital (e.g., Steam, Netflix)",2375,1,0.0,29,1
TXN_018425,CUST_113,20,77476,2025-12-27 02:44:00,"Fashion (e.g., Myntra, Zara)",4973,1,0.0,22,0
TXN_016198,CUST_099,19,74557,2025-12-27 02:52:00,Nightlife/Dining,2837,1,0.0,29,1
TXN_004781,CUST_028,23,36822,2025-12-27 02:53:00,"Food Delivery (e.g., Zomato, Swiggy)",1173,1,2.0,29,1
TXN_029805,CUST_183,28,29921,2025-12-27 03:05:00,"Fashion (e.g., Myntra, Zara)",7337,1,1.0,29,0
TXN_000035,CUST_000,28,108763,2025-12-27 03:07:00,"Gaming/Digital (e.g., Steam, Netflix)",503,1,0.0,26,1
TXN_017744,CUST_109,26,111690,2025-12-27 03:08:00,"Food Delivery (e.g., Zomato, Swiggy)",1021,1,0.0,29,0
TXN_017567,CUST_108,25,37784,2025-12-27 03:15:00,"Fashion (e.g., Myntra, Zara)",3411,1,0.0,29,1
TXN_016200,CUST_099,19,74557,2025-12-27 03:21:00,"Food Delivery (e.g., Zomato, Swiggy)",1142,1,1.0,29,1
TXN_013912,CUST_084,20,70328,2025-12-27 03:21:00,"Fashion (e.g., Myntra, Zara)",5059,1,0.0,22,1
TXN_011847,CUST_072,21,32514,2025-12-27 03:25:00,"Gaming/Digital (e.g., Steam, Netflix)",924,1,0.0,29,1
TXN_007203,CUST_043,20,119633,2025-12-27 03:27:00,"Food Delivery (e.g., Zomato, Swiggy)",489,1,1.0,22,1
TXN_023155,CUST_142,28,50847,2025-12-27 03:50:00,"Food Delivery (e.g., Zomato, Swiggy)",700,1,0.0,22,1
TXN_026293,CUST_161,23,37847,2025-12-27 03:51:00,"Gaming/Digital (e.g., Steam, Netflix)",1811,1,0.0,22,1
TXN_006727,CUST_040,24,40685,2025-12-27 03:52:00,"Fashion (e.g., Myntra, Zara)",6563,1,0.0,26,0
TXN_008019,CUST_048,25,104003,2025-12-27 03:55:00,Nightlife/Dining,3047,1,0.0,22,0
TXN_029008,CUST_178,25,99620,2025-12-27 08:00:00,"Healthcare (e.g., Apollo, PharmEasy)",1327,0,0.0,26,0
TXN_020550,CUST_126,28,43717,2025-12-27 08:08:00,"Groceries (e.g., Blinkit, Zepto)",1372,0,0.0,22,0
TXN_014076,CUST_085,28,29129,2025-12-27 08:11:00,"Utilities (e.g., Electricity, Wifi)",2532,0,0.0,29,0
TXN_017436,CUST_107,26,116666,2025-12-27 08:13:00,"Healthcare (e.g., Apollo, PharmEasy)",1094,0,0.0,29,0
TXN_003332,CUST_019,23,77704,2025-12-27 08:18:00,"Utilities (e.g., Electricity, Wifi)",2374,0,0.0,22,1
TXN_015770,CUST_096,21,107934,2025-12-27 08:20:00,"Utilities (e.g., Electricity, Wifi)",2285,0,0.0,22,0
TXN_023455,CUST_144,20,31034,2025-12-27 08:20:00,"Transit (e.g., Uber, Metro)",545,0,0.0,22,0
TXN_002442,CUST_014,23,38745,2025-12-27 08:20:00,"Healthcare (e.g., Apollo, PharmEasy)",1770,0,0.0,26,0
TXN_013208,CUST_080,26,66902,2025-12-27 08:22:00,"Healthcare (e.g., Apollo, PharmEasy)",1069,0,0.0,22,0
TXN_031701,CUST_194,30,94580,2025-12-27 08:23:00,"Transit (e.g., Uber, Metro)",380,0,0.0,22,0
TXN_006402,CUST_038,18,25347,2025-12-27 08:23:00,"Groceries (e.g., Blinkit, Zepto)",1295,0,0.0,29,0
TXN_000350,CUST_002,27,100790,2025-12-27 08:24:00,"Gaming/Digital (e.g., Steam, Netflix)",3789,0,0.0,26,0
TXN_010046,CUST_061,25,39961,2025-12-27 08:28:00,"Healthcare (e.g., Apollo, PharmEasy)",1579,0,0.0,26,0
TXN_031087,CUST_190,27,82061,2025-12-27 08:31:00,"Healthcare (e.g., Apollo, PharmEasy)",839,0,0.0,26,0
TXN_011197,CUST_068,22,115496,2025-12-27 08:33:00,"Utilities (e.g., Electricity, Wifi)",2704,0,0.0,29,0
TXN_010045,CUST_061,25,39961,2025-12-27 08:33:00,"Healthcare (e.g., Apollo, PharmEasy)",1983,0,1.0,26,0
TXN_019013,CUST_117,28,72160,2025-12-27 08:34:00,"Groceries (e.g., Blinkit, Zepto)",1150,0,0.0,26,0
TXN_019179,CUST_118,20,71192,2025-12-27 08:37:00,"Groceries (e.g., Blinkit, Zepto)",745,0,0.0,22,0
TXN_007366,CUST_044,19,28733,2025-12-27 08:43:00,"Healthcare (e.g., Apollo, PharmEasy)",843,0,0.0,26,0
TXN_000704,CUST_004,27,67371,2025-12-27 08:43:00,"Utilities (e.g., Electricity, Wifi)",1075,0,0.0,29,0
TXN_007204,CUST_043,20,119633,2025-12-27 08:45:00,"Transit (e.g., Uber, Metro)",129,0,0.0,22,0
TXN_019654,CUST_121,20,87027,2025-12-27 08:46:00,"Groceries (e.g., Blinkit, Zepto)",1480,0,0.0,29,0
TXN_024938,CUST_153,28,85448,2025-12-27 08:52:00,Nightlife/Dining,1098,0,0.0,29,0
TXN_014548,CUST_088,26,33504,2025-12-27 08:54:00,"Transit (e.g., Uber, Metro)",483,0,0.0,29,0
TXN_027925,CUST_171,24,72502,2025-12-27 08:57:00,"Transit (e.g., Uber, Metro)",302,0,0.0,26,0
TXN_021739,CUST_133,24,86530,2025-12-27 08:58:00,"Transit (e.g., Uber, Metro)",323,0,0.0,22,0
TXN_011379,CUST_069,21,101527,2025-12-27 08:59:00,"Transit (e.g., Uber, Metro)",179,0,0.0,22,0
TXN_015592,CUST_095,25,82528,2025-12-27 09:02:00,"Transit (e.g., Uber, Metro)",535,0,0.0,26,0
TXN_004622,CUST_027,18,34847,2025-12-27 09:02:00,"Groceries (e.g., Blinkit, Zepto)",749,0,0.0,26,0
TXN_018422,CUST_113,20,77476,2025-12-27 09:02:00,"Food Delivery (e.g., Zomato, Swiggy)",311,0,0.0,22,0
TXN_003956,CUST_023,24,60365,2025-12-27 09:09:00,"Transit (e.g., Uber, Metro)",344,0,0.0,26,0
TXN_018421,CUST_113,20,77476,2025-12-27 09:12:00,"Food Delivery (e.g., Zomato, Swiggy)",426,0,1.0,22,0
TXN_032545,CUST_199,24,110324,2025-12-27 09:14:00,"Utilities (e.g., Electricity, Wifi)",1287,0,0.0,29,0
TXN_018423,CUST_113,20,77476,2025-12-27 09:17:00,"Gaming/Digital (e.g., Steam, Netflix)",439,0,2.0,22,0
TXN_007043,CUST_042,28,106007,2025-12-27 09:18:00,"Healthcare (e.g., Apollo, PharmEasy)",1042,0,0.0,22,0
TXN_010204,CUST_062,25,36826,2025-12-27 09:21:00,"Transit (e.g., Uber, Metro)",283,0,0.0,26,0
TXN_028539,CUST_175,27,69104,2025-12-27 09:24:00,"Healthcare (e.g., Apollo, PharmEasy)",748,0,0.0,29,0
TXN_022532,CUST_138,19,104324,2025-12-27 09:33:00,"Healthcare (e.g., Apollo, PharmEasy)",825,0,0.0,22,0
TXN_014549,CUST_088,26,33504,2025-12-27 09:39:00,"Transit (e.g., Uber, Metro)",163,0,1.0,29,0
TXN_009305,CUST_056,26,50418,2025-12-27 09:41:00,"Groceries (e.g., Blinkit, Zepto)",407,0,0.0,22,0
TXN_022667,CUST_139,24,55878,2025-12-27 09:43:00,"Groceries (e.g., Blinkit, Zepto)",439,0,0.0,29,0
TXN_017926,CUST_110,26,75282,2025-12-27 09:44:00,"Utilities (e.g., Electricity, Wifi)",2402,0,0.0,22,0
TXN_016976,CUST_104,19,118368,2025-12-27 09:52:00,"Groceries (e.g., Blinkit, Zepto)",557,0,0.0,29,0
TXN_025814,CUST_158,27,82254,2025-12-27 09:53:00,"Healthcare (e.g., Apollo, PharmEasy)",1590,0,0.0,29,0
TXN_014074,CUST_085,28,29129,2025-12-27 09:56:00,"Healthcare (e.g., Apollo, PharmEasy)",888,0,1.0,29,0
TXN_032190,CUST_197,21,72990,2025-12-27 10:01:00,"Healthcare (e.g., Apollo, PharmEasy)",1469,0,0.0,26,0
TXN_017927,CUST_110,26,75282,2025-12-27 10:03:00,"Groceries (e.g., Blinkit, Zepto)",816,0,1.0,22,0
TXN_023297,CUST_143,23,48521,2025-12-27 10:10:00,"Healthcare (e.g., Apollo, PharmEasy)",1559,0,0.0,26,0
TXN_005449,CUST_032,30,65252,2025-12-27 10:10:00,"Healthcare (e.g., Apollo, PharmEasy)",1105,0,0.0,29,0
TXN_015769,CUST_096,21,107934,2025-12-27 10:13:00,"Transit (e.g., Uber, Metro)",600,0,1.0,22,0
TXN_010205,CUST_062,25,36826,2025-12-27 10:16:00,"Healthcare (e.g., Apollo, PharmEasy)",1507,0,1.0,26,0
TXN_021557,CUST_132,21,45307,2025-12-27 10:18:00,Nightlife/Dining,1932,0,0.0,22,1
TXN_022358,CUST_137,23,84102,2025-12-27 10:21:00,"Utilities (e.g., Electricity, Wifi)",2604,0,0.0,29,0
TXN_020549,CUST_126,28,43717,2025-12-27 10:22:00,"Groceries (e.g., Blinkit, Zepto)",1389,0,0.0,22,0
TXN_010658,CUST_065,20,87327,2025-12-27 10:27:00,Nightlife/Dining,4322,0,0.0,26,0
TXN_031862,CUST_195,29,25602,2025-12-27 10:31:00,"Groceries (e.g., Blinkit, Zepto)",1307,0,0.0,26,0
TXN_012187,CUST_074,25,99345,2025-12-27 10:31:00,"Utilities (e.g., Electricity, Wifi)",2614,0,0.0,22,0
TXN_029992,CUST_184,29,68291,2025-12-27 10:33:00,"Healthcare (e.g., Apollo, PharmEasy)",943,0,0.0,22,0
TXN_030202,CUST_185,27,40651,2025-12-27 10:52:00,"Transit (e.g., Uber, Metro)",378,0,0.0,22,0
TXN_023454,CUST_144,20,31034,2025-12-27 10:52:00,"Healthcare (e.g., Apollo, PharmEasy)",329,0,0.0,22,0
TXN_019835,CUST_122,30,62066,2025-12-27 10:53:00,"Healthcare (e.g., Apollo, PharmEasy)",1985,0,0.0,29,1
TXN_004275,CUST_025,23,64413,2025-12-27 10:56:00,"Healthcare (e.g., Apollo, PharmEasy)",1854,0,0.0,22,0
